return_id,original_order_id,return_date,return_month,customer_id,employee_id,product_id,region,province,return_quantity,unit_price,return_amount,return_reason,status
RET002125,ORD0036482,2024-12-31,12,CUS00959,EMP1089,PRD0049,Miền Nam,Đồng Nai,20,8500,170000,Hàng vỡ vận chuyển,Đang xử lý
RET002126,ORD0028526,2024-01-21,1,CUS01242,EMP1036,PRD0029,Miền Trung,Quảng Nam,36,20000,720000,Hàng lỗi,Đã xử lý
RET002127,ORD0034156,2024-11-03,11,CUS01590,EMP1079,PRD0035,Miền Nam,TP.HCM,21,18000,378000,Không đúng đơn hàng,Đã xử lý
RET002128,ORD0057017,2024-08-30,8,CUS01148,EMP1053,PRD0048,Miền Nam,Bình Dương,32,12000,384000,Sai sản phẩm,Đã xử lý
RET002129,ORD0037006,2024-04-15,4,CUS00613,EMP1028,PRD0046,Miền Bắc,Quảng Ninh,2,35000,70000,Không đúng đơn hàng,Đang xử lý
RET002130,ORD0010222,2024-01-18,1,CUS00573,EMP1041,PRD0096,Miền Trung,Huế,17,35000,595000,Khách từ chối nhận,Đang xử lý
RET002131,ORD0040911,2024-11-17,11,CUS00573,EMP1041,PRD0031,Miền Trung,Huế,42,35000,1470000,Hàng hết hạn,Đã xử lý
RET002132,ORD0012470,2024-03-23,3,CUS00243,EMP1111,PRD0071,Miền Nam,Cần Thơ,24,12000,288000,Hàng hết hạn,Đã xử lý
RET002133,ORD0018295,2024-09-15,9,CUS00686,EMP1040,PRD0003,Miền Trung,Huế,3,15000,45000,Khách từ chối nhận,Đang xử lý
RET002134,ORD0057468,2024-08-22,8,CUS00481,EMP1103,PRD0035,Miền Nam,Đồng Nai,20,18000,360000,Khách từ chối nhận,Đã xử lý
RET002135,ORD0015018,2024-02-10,2,CUS01213,EMP1008,PRD0097,Miền Bắc,Hải Phòng,14,8500,119000,Hàng vỡ vận chuyển,Đã xử lý
RET002136,ORD0020657,2024-12-05,12,CUS01772,EMP1083,PRD0060,Miền Nam,TP.HCM,38,20000,760000,Sai sản phẩm,Đang xử lý
RET002137,ORD0039820,2024-03-04,3,CUS00014,EMP1042,PRD0099,Miền Trung,Huế,6,25000,150000,Hàng lỗi,Đã xử lý
RET002138,ORD0037475,2024-07-27,7,CUS00144,EMP1050,PRD0076,Miền Trung,Bình Định,4,9000,36000,Không đúng đơn hàng,Đã xử lý
RET002139,ORD0052032,2024-04-06,4,CUS01590,EMP1079,PRD0054,Miền Nam,TP.HCM,6,10000,60000,Sai sản phẩm,Từ chối
RET002140,ORD0039669,2024-07-30,7,CUS01429,EMP1038,PRD0095,Miền Trung,Quảng Nam,24,10000,240000,Hàng hết hạn,Đã xử lý
RET002141,ORD0011931,2024-10-21,10,CUS00574,EMP1044,PRD0023,Miền Trung,Nghệ An,11,35000,385000,Khách từ chối nhận,Đã xử lý
RET002142,ORD0031712,2024-03-29,3,CUS01442,EMP1079,PRD0037,Miền Nam,Cần Thơ,3,15000,45000,Sai sản phẩm,Đang xử lý
RET002143,ORD0024160,2024-06-16,6,CUS00505,EMP1030,PRD0051,Miền Bắc,Hưng Yên,2,8500,17000,Khách từ chối nhận,Đã xử lý
RET002144,ORD0035912,2024-04-21,4,CUS00573,EMP1041,PRD0007,Miền Trung,Huế,14,50000,700000,Hàng vỡ vận chuyển,Đã xử lý
RET002145,ORD0010268,2024-02-23,2,CUS01581,EMP1028,PRD0098,Miền Bắc,Hà Nội,35,35000,1225000,Khách từ chối nhận,Đã xử lý
RET002146,ORD0035296,2024-07-02,7,CUS00833,EMP1049,PRD0068,Miền Trung,Quảng Nam,1,35000,35000,Hàng lỗi,Đang xử lý
RET002147,ORD0055525,2024-12-27,12,CUS00746,EMP1040,PRD0007,Miền Trung,Huế,6,50000,300000,Không đúng đơn hàng,Đã xử lý
RET002148,ORD0023472,2024-02-19,2,CUS00647,EMP1002,PRD0002,Miền Bắc,Quảng Ninh,3,9000,27000,Hàng vỡ vận chuyển,Đã xử lý
RET002149,ORD0022132,2024-10-23,10,CUS00055,EMP1014,PRD0031,Miền Bắc,Hải Dương,5,35000,175000,Không đúng đơn hàng,Đã xử lý
RET002150,ORD0045553,2024-07-28,7,CUS01140,EMP1039,PRD0044,Miền Trung,Khánh Hòa,13,25000,325000,Không đúng đơn hàng,Đã xử lý
RET002151,ORD0040757,2024-07-03,7,CUS01864,EMP1042,PRD0076,Miền Trung,Đà Nẵng,27,9000,243000,Hàng vỡ vận chuyển,Đã xử lý
RET002152,ORD0022867,2024-01-25,1,CUS01590,EMP1079,PRD0038,Miền Nam,TP.HCM,2,10000,20000,Sai sản phẩm,Đã xử lý
RET002153,ORD0057934,2024-08-27,8,CUS00574,EMP1044,PRD0057,Miền Trung,Nghệ An,15,50000,750000,Hàng lỗi,Đã xử lý
RET002154,ORD0022815,2024-09-29,9,CUS01140,EMP1039,PRD0016,Miền Trung,Khánh Hòa,8,40000,320000,Hàng hết hạn,Đang xử lý
RET002155,ORD0050140,2024-03-18,3,CUS01140,EMP1039,PRD0100,Miền Trung,Khánh Hòa,13,10000,130000,Hàng hết hạn,Đã xử lý
RET002156,ORD0035178,2024-07-21,7,CUS00414,EMP1039,PRD0011,Miền Trung,Khánh Hòa,9,25000,225000,Hàng hết hạn,Đã xử lý
RET002157,ORD0038918,2024-12-25,12,CUS01547,EMP1081,PRD0081,Miền Nam,Đồng Nai,28,30000,840000,Hàng vỡ vận chuyển,Đã xử lý
RET002158,ORD0054638,2024-07-02,7,CUS01548,EMP1044,PRD0036,Miền Trung,Quảng Nam,16,30000,480000,Không đúng đơn hàng,Đã xử lý
RET002159,ORD0054003,2024-06-06,6,CUS01844,EMP1030,PRD0086,Miền Bắc,Quảng Ninh,8,18000,144000,Không đúng đơn hàng,Đã xử lý
RET002160,ORD0011845,2024-05-25,5,CUS01210,EMP1013,PRD0050,Miền Bắc,Bắc Ninh,7,9000,63000,Không đúng đơn hàng,Đã xử lý
RET002161,ORD0042495,2024-12-04,12,CUS01161,EMP1040,PRD0093,Miền Trung,Huế,24,40000,960000,Sai sản phẩm,Đã xử lý
RET002162,ORD0022222,2024-11-05,11,CUS01214,EMP1015,PRD0086,Miền Bắc,Bắc Ninh,11,18000,198000,Hàng lỗi,Đang xử lý
RET002163,ORD0022579,2024-08-04,8,CUS00912,EMP1057,PRD0090,Miền Nam,Vũng Tàu,21,18000,378000,Không đúng đơn hàng,Đã xử lý
RET002164,ORD0056629,2024-03-08,3,CUS01117,EMP1047,PRD0004,Miền Trung,Huế,3,25000,75000,Sai sản phẩm,Đã xử lý
RET002165,ORD0027456,2024-04-29,4,CUS01142,EMP1015,PRD0069,Miền Bắc,Hải Dương,6,40000,240000,Khách từ chối nhận,Đã xử lý
RET002166,ORD0036297,2024-01-13,1,CUS01142,EMP1015,PRD0060,Miền Bắc,Hải Dương,1,20000,20000,Hàng vỡ vận chuyển,Đã xử lý
RET002167,ORD0058268,2024-02-03,2,CUS00101,EMP1047,PRD0067,Miền Trung,Quảng Ngãi,10,20000,200000,Hàng lỗi,Đã xử lý
RET002168,ORD0037462,2024-05-27,5,CUS01864,EMP1042,PRD0050,Miền Trung,Đà Nẵng,47,9000,423000,Hàng hết hạn,Đã xử lý
RET002169,ORD0025413,2024-10-24,10,CUS01074,EMP1036,PRD0062,Miền Trung,Huế,24,20000,480000,Hàng vỡ vận chuyển,Đã xử lý
RET002170,ORD0025369,2024-03-02,3,CUS01091,EMP1010,PRD0093,Miền Bắc,Hải Dương,1,40000,40000,Hàng hết hạn,Đã xử lý
RET002171,ORD0056290,2024-11-28,11,CUS00761,EMP1111,PRD0051,Miền Nam,Bình Phước,5,8500,42500,Hàng vỡ vận chuyển,Đang xử lý
RET002172,ORD0059260,2024-06-27,6,CUS00294,EMP1051,PRD0034,Miền Trung,Bình Định,1,8500,8500,Sai sản phẩm,Đã xử lý
RET002173,ORD0024447,2024-02-04,2,CUS00908,EMP1021,PRD0056,Miền Bắc,Hưng Yên,17,10000,170000,Không đúng đơn hàng,Đã xử lý
RET002174,ORD0023616,2024-10-08,10,CUS01590,EMP1079,PRD0088,Miền Nam,TP.HCM,7,50000,350000,Hàng vỡ vận chuyển,Đã xử lý
RET002175,ORD0031133,2024-12-31,12,CUS01396,EMP1038,PRD0088,Miền Trung,Quảng Ngãi,7,50000,350000,Hàng vỡ vận chuyển,Đã xử lý
RET002176,ORD0019312,2024-11-11,11,CUS01934,EMP1022,PRD0007,Miền Bắc,Hưng Yên,9,50000,450000,Hàng hết hạn,Đang xử lý
RET002177,ORD0041412,2024-06-15,6,CUS01304,EMP1030,PRD0012,Miền Bắc,Hải Dương,15,12000,180000,Không đúng đơn hàng,Đang xử lý
RET002178,ORD0017619,2024-02-10,2,CUS01590,EMP1079,PRD0096,Miền Nam,TP.HCM,12,35000,420000,Hàng vỡ vận chuyển,Đã xử lý
RET002179,ORD0059507,2024-07-12,7,CUS00207,EMP1036,PRD0023,Miền Trung,Nghệ An,3,35000,105000,Khách từ chối nhận,Đã xử lý
RET002180,ORD0029394,2024-09-17,9,CUS00574,EMP1044,PRD0030,Miền Trung,Nghệ An,2,8500,17000,Hàng hết hạn,Đã xử lý
RET002181,ORD0028177,2024-04-08,4,CUS01590,EMP1079,PRD0079,Miền Nam,TP.HCM,24,25000,600000,Sai sản phẩm,Đã xử lý
RET002182,ORD0012822,2024-12-22,12,CUS01983,EMP1006,PRD0019,Miền Bắc,Hải Phòng,42,35000,1470000,Không đúng đơn hàng,Đã xử lý
RET002183,ORD0016671,2024-10-04,10,CUS01479,EMP1005,PRD0029,Miền Bắc,Hà Nội,36,20000,720000,Không đúng đơn hàng,Từ chối
RET002184,ORD0049027,2024-02-22,2,CUS00573,EMP1041,PRD0067,Miền Trung,Huế,37,20000,740000,Hàng hết hạn,Đã xử lý
RET002185,ORD0044690,2024-01-18,1,CUS01426,EMP1024,PRD0044,Miền Bắc,Hải Phòng,28,25000,700000,Hàng lỗi,Đã xử lý
RET002186,ORD0010271,2024-12-31,12,CUS00334,EMP1089,PRD0042,Miền Nam,Đồng Nai,25,35000,875000,Hàng lỗi,Đã xử lý
RET002187,ORD0023218,2024-01-22,1,CUS00783,EMP1044,PRD0054,Miền Trung,Huế,42,10000,420000,Không đúng đơn hàng,Đã xử lý
RET002188,ORD0052361,2024-08-11,8,CUS00298,EMP1009,PRD0092,Miền Bắc,Thái Bình,20,12000,240000,Sai sản phẩm,Đã xử lý
RET002189,ORD0034217,2024-06-12,6,CUS00213,EMP1071,PRD0028,Miền Nam,Tiền Giang,51,15000,765000,Khách từ chối nhận,Đã xử lý
RET002190,ORD0050038,2024-07-17,7,CUS00571,EMP1046,PRD0015,Miền Trung,Khánh Hòa,1,9000,9000,Sai sản phẩm,Đã xử lý
RET002191,ORD0037744,2024-04-29,4,CUS00214,EMP1074,PRD0080,Miền Nam,Cần Thơ,37,12000,444000,Sai sản phẩm,Đang xử lý
RET002192,ORD0035689,2024-09-03,9,CUS00773,EMP1021,PRD0014,Miền Bắc,Thái Bình,4,30000,120000,Hàng hết hạn,Đã xử lý
RET002193,ORD0011948,2024-04-03,4,CUS01749,EMP1064,PRD0024,Miền Nam,Đồng Nai,28,40000,1120000,Khách từ chối nhận,Đã xử lý
RET002194,ORD0017226,2024-01-10,1,CUS01091,EMP1010,PRD0066,Miền Bắc,Hải Dương,8,18000,144000,Khách từ chối nhận,Đang xử lý
RET002195,ORD0055499,2024-07-14,7,CUS01877,EMP1079,PRD0012,Miền Nam,Bình Dương,2,12000,24000,Sai sản phẩm,Đã xử lý
RET002196,ORD0010553,2024-06-10,6,CUS00259,EMP1018,PRD0096,Miền Bắc,Nam Định,35,35000,1225000,Hàng vỡ vận chuyển,Đang xử lý
RET002197,ORD0024723,2024-12-28,12,CUS01841,EMP1006,PRD0082,Miền Bắc,Hưng Yên,5,12000,60000,Hàng vỡ vận chuyển,Đang xử lý
RET002198,ORD0023536,2024-12-20,12,CUS01488,EMP1086,PRD0022,Miền Nam,TP.HCM,7,15000,105000,Khách từ chối nhận,Đang xử lý
RET002199,ORD0038461,2024-05-03,5,CUS00865,EMP1040,PRD0094,Miền Trung,Quảng Ngãi,43,35000,1505000,Sai sản phẩm,Đang xử lý
RET002200,ORD0037486,2024-12-01,12,CUS01541,EMP1010,PRD0066,Miền Bắc,Thái Bình,31,18000,558000,Hàng vỡ vận chuyển,Đã xử lý
RET002201,ORD0050268,2024-06-11,6,CUS01407,EMP1083,PRD0016,Miền Nam,Cần Thơ,22,40000,880000,Không đúng đơn hàng,Đã xử lý
RET002202,ORD0043913,2024-08-09,8,CUS01679,EMP1089,PRD0044,Miền Nam,Vũng Tàu,6,25000,150000,Hàng hết hạn,Đã xử lý
RET002203,ORD0039710,2024-02-07,2,CUS01590,EMP1079,PRD0059,Miền Nam,TP.HCM,1,15000,15000,Hàng hết hạn,Đã xử lý
RET002204,ORD0054585,2024-01-21,1,CUS00076,EMP1070,PRD0092,Miền Nam,Long An,17,12000,204000,Sai sản phẩm,Đã xử lý
RET002205,ORD0040283,2024-11-25,11,CUS00573,EMP1041,PRD0086,Miền Trung,Huế,3,18000,54000,Hàng lỗi,Đã xử lý
RET002206,ORD0051847,2024-06-25,6,CUS01408,EMP1051,PRD0037,Miền Trung,Bình Định,1,15000,15000,Hàng lỗi,Đã xử lý
RET002207,ORD0042871,2024-06-10,6,CUS01341,EMP1110,PRD0028,Miền Nam,Vũng Tàu,21,15000,315000,Hàng vỡ vận chuyển,Đã xử lý
RET002208,ORD0020043,2024-02-05,2,CUS00151,EMP1041,PRD0093,Miền Trung,Đà Nẵng,3,40000,120000,Hàng vỡ vận chuyển,Đang xử lý
RET002209,ORD0037326,2024-05-12,5,CUS01325,EMP1017,PRD0095,Miền Bắc,Nam Định,7,10000,70000,Sai sản phẩm,Đã xử lý
RET002210,ORD0017447,2024-03-26,3,CUS01953,EMP1056,PRD0036,Miền Nam,Tiền Giang,8,30000,240000,Hàng vỡ vận chuyển,Đang xử lý
RET002211,ORD0026285,2024-12-15,12,CUS00912,EMP1057,PRD0056,Miền Nam,Vũng Tàu,4,10000,40000,Hàng hết hạn,Đã xử lý
RET002212,ORD0025907,2024-06-02,6,CUS01526,EMP1049,PRD0009,Miền Trung,Huế,1,35000,35000,Hàng lỗi,Đã xử lý
RET002213,ORD0055391,2024-06-25,6,CUS01836,EMP1044,PRD0087,Miền Trung,Quảng Nam,2,15000,30000,Khách từ chối nhận,Đã xử lý
RET002214,ORD0037538,2024-10-06,10,CUS01651,EMP1005,PRD0012,Miền Bắc,Bắc Ninh,51,12000,612000,Không đúng đơn hàng,Đã xử lý
RET002215,ORD0052841,2024-01-22,1,CUS01877,EMP1079,PRD0036,Miền Nam,Bình Dương,9,30000,270000,Hàng hết hạn,Đã xử lý
RET002216,ORD0023781,2024-09-23,9,CUS01140,EMP1039,PRD0011,Miền Trung,Khánh Hòa,5,25000,125000,Hàng lỗi,Đã xử lý
RET002217,ORD0037229,2024-10-16,10,CUS01820,EMP1013,PRD0037,Miền Bắc,Nam Định,12,15000,180000,Hàng vỡ vận chuyển,Đang xử lý
RET002218,ORD0047424,2024-08-04,8,CUS00573,EMP1041,PRD0010,Miền Trung,Huế,42,30000,1260000,Sai sản phẩm,Đã xử lý
RET002219,ORD0022890,2024-03-09,3,CUS00259,EMP1018,PRD0054,Miền Bắc,Nam Định,2,10000,20000,Hàng lỗi,Đã xử lý
RET002220,ORD0039979,2024-11-30,11,CUS01905,EMP1019,PRD0032,Miền Bắc,Hưng Yên,7,18000,126000,Sai sản phẩm,Đã xử lý
RET002221,ORD0010526,2024-06-02,6,CUS00445,EMP1083,PRD0099,Miền Nam,Long An,24,25000,600000,Khách từ chối nhận,Đã xử lý
RET002222,ORD0042528,2024-05-12,5,CUS01548,EMP1044,PRD0006,Miền Trung,Quảng Nam,40,25000,1000000,Khách từ chối nhận,Đã xử lý
RET002223,ORD0013046,2024-01-26,1,CUS01387,EMP1051,PRD0018,Miền Trung,Quảng Nam,8,20000,160000,Sai sản phẩm,Đã xử lý
RET002224,ORD0029669,2024-11-18,11,CUS01720,EMP1026,PRD0091,Miền Bắc,Thái Bình,22,12000,264000,Sai sản phẩm,Đã xử lý
RET002225,ORD0020118,2024-12-31,12,CUS01778,EMP1008,PRD0081,Miền Bắc,Nam Định,19,30000,570000,Hàng lỗi,Đã xử lý
RET002226,ORD0040680,2024-10-19,10,CUS00598,EMP1008,PRD0019,Miền Bắc,Bắc Ninh,18,35000,630000,Khách từ chối nhận,Đã xử lý
RET002227,ORD0016945,2024-09-14,9,CUS01418,EMP1058,PRD0046,Miền Nam,Đồng Nai,4,35000,140000,Hàng hết hạn,Từ chối
RET002228,ORD0057872,2024-10-22,10,CUS00438,EMP1040,PRD0047,Miền Trung,Đà Nẵng,35,20000,700000,Hàng lỗi,Đã xử lý
RET002229,ORD0030832,2024-06-17,6,CUS01905,EMP1019,PRD0043,Miền Bắc,Hưng Yên,19,40000,760000,Hàng lỗi,Đã xử lý
RET002230,ORD0039652,2024-03-21,3,CUS01091,EMP1010,PRD0042,Miền Bắc,Hải Dương,13,35000,455000,Không đúng đơn hàng,Đã xử lý
RET002231,ORD0041567,2024-12-30,12,CUS01062,EMP1068,PRD0043,Miền Nam,Tiền Giang,9,40000,360000,Sai sản phẩm,Đang xử lý
RET002232,ORD0043137,2024-12-25,12,CUS00208,EMP1009,PRD0008,Miền Bắc,Hà Nội,27,18000,486000,Không đúng đơn hàng,Đã xử lý
RET002233,ORD0053867,2024-05-05,5,CUS00573,EMP1041,PRD0050,Miền Trung,Huế,6,9000,54000,Khách từ chối nhận,Đã xử lý
RET002234,ORD0029660,2024-12-14,12,CUS00461,EMP1060,PRD0067,Miền Nam,Tiền Giang,25,20000,500000,Sai sản phẩm,Đã xử lý
RET002235,ORD0029752,2024-10-18,10,CUS01551,EMP1061,PRD0085,Miền Nam,Cần Thơ,26,9000,234000,Hàng vỡ vận chuyển,Đang xử lý
RET002236,ORD0033783,2024-03-03,3,CUS00912,EMP1057,PRD0088,Miền Nam,Vũng Tàu,24,50000,1200000,Khách từ chối nhận,Đã xử lý
RET002237,ORD0040104,2024-07-21,7,CUS01590,EMP1079,PRD0026,Miền Nam,TP.HCM,7,15000,105000,Không đúng đơn hàng,Đã xử lý
RET002238,ORD0025460,2024-01-29,1,CUS00291,EMP1047,PRD0088,Miền Trung,Nghệ An,5,50000,250000,Khách từ chối nhận,Đã xử lý
RET002239,ORD0057650,2024-12-31,12,CUS00871,EMP1094,PRD0043,Miền Nam,Bình Dương,16,40000,640000,Hàng hết hạn,Đã xử lý
RET002240,ORD0021277,2024-04-05,4,CUS01675,EMP1094,PRD0027,Miền Nam,Vũng Tàu,57,35000,1995000,Khách từ chối nhận,Đã xử lý
RET002241,ORD0026943,2024-10-09,10,CUS00261,EMP1011,PRD0005,Miền Bắc,Hưng Yên,9,50000,450000,Hàng hết hạn,Đang xử lý
RET002242,ORD0057972,2024-03-10,3,CUS00884,EMP1049,PRD0023,Miền Trung,Quảng Nam,27,35000,945000,Sai sản phẩm,Đã xử lý
RET002243,ORD0032244,2024-01-18,1,CUS00396,EMP1021,PRD0077,Miền Bắc,Thái Bình,39,10000,390000,Hàng hết hạn,Đã xử lý
RET002244,ORD0014171,2024-08-09,8,CUS00282,EMP1083,PRD0082,Miền Nam,Tiền Giang,2,12000,24000,Khách từ chối nhận,Từ chối
RET002245,ORD0017742,2024-12-31,12,CUS01778,EMP1008,PRD0048,Miền Bắc,Nam Định,1,12000,12000,Không đúng đơn hàng,Đã xử lý
RET002246,ORD0022791,2024-10-20,10,CUS00039,EMP1040,PRD0051,Miền Trung,Quảng Ngãi,18,8500,153000,Khách từ chối nhận,Đã xử lý
RET002247,ORD0056862,2024-04-20,4,CUS01595,EMP1102,PRD0011,Miền Nam,Cần Thơ,1,25000,25000,Sai sản phẩm,Đã xử lý
RET002248,ORD0029142,2024-12-31,12,CUS01092,EMP1047,PRD0042,Miền Trung,Đà Nẵng,29,35000,1015000,Hàng hết hạn,Đã xử lý
RET002249,ORD0040523,2024-04-06,4,CUS01590,EMP1079,PRD0075,Miền Nam,TP.HCM,11,35000,385000,Khách từ chối nhận,Đang xử lý
RET002250,ORD0019139,2024-09-21,9,CUS01846,EMP1040,PRD0029,Miền Trung,Đà Nẵng,2,20000,40000,Hàng hết hạn,Đang xử lý
RET002251,ORD0022784,2024-06-10,6,CUS01443,EMP1013,PRD0015,Miền Bắc,Hải Dương,8,9000,72000,Hàng vỡ vận chuyển,Từ chối
RET002252,ORD0057606,2024-07-19,7,CUS00541,EMP1008,PRD0089,Miền Bắc,Hưng Yên,2,35000,70000,Không đúng đơn hàng,Đã xử lý
RET002253,ORD0036394,2024-12-31,12,CUS01327,EMP1041,PRD0092,Miền Trung,Huế,1,12000,12000,Hàng vỡ vận chuyển,Đã xử lý
RET002254,ORD0057402,2024-12-23,12,CUS00031,EMP1027,PRD0011,Miền Bắc,Hải Dương,5,25000,125000,Không đúng đơn hàng,Đã xử lý
RET002255,ORD0053068,2024-10-10,10,CUS01877,EMP1079,PRD0089,Miền Nam,Bình Dương,14,35000,490000,Khách từ chối nhận,Đang xử lý
RET002256,ORD0023330,2024-10-15,10,CUS01892,EMP1095,PRD0086,Miền Nam,Vũng Tàu,7,18000,126000,Hàng vỡ vận chuyển,Từ chối
RET002257,ORD0057704,2024-02-03,2,CUS00776,EMP1055,PRD0097,Miền Nam,Long An,22,8500,187000,Không đúng đơn hàng,Đã xử lý
RET002258,ORD0040491,2024-12-29,12,CUS01374,EMP1065,PRD0096,Miền Nam,Vũng Tàu,23,35000,805000,Không đúng đơn hàng,Đã xử lý
RET002259,ORD0014757,2024-09-10,9,CUS01547,EMP1081,PRD0048,Miền Nam,Đồng Nai,3,12000,36000,Không đúng đơn hàng,Đã xử lý
RET002260,ORD0013469,2024-09-18,9,CUS01079,EMP1044,PRD0046,Miền Trung,Đà Nẵng,23,35000,805000,Không đúng đơn hàng,Đã xử lý
RET002261,ORD0039205,2024-02-13,2,CUS01396,EMP1038,PRD0019,Miền Trung,Quảng Ngãi,3,35000,105000,Hàng hết hạn,Đã xử lý
RET002262,ORD0041990,2024-08-03,8,CUS01660,EMP1050,PRD0062,Miền Trung,Bình Định,2,20000,40000,Khách từ chối nhận,Đã xử lý
RET002263,ORD0036207,2024-10-08,10,CUS01442,EMP1079,PRD0027,Miền Nam,Cần Thơ,39,35000,1365000,Khách từ chối nhận,Đã xử lý
RET002264,ORD0046677,2024-03-21,3,CUS00076,EMP1070,PRD0008,Miền Nam,Long An,9,18000,162000,Hàng vỡ vận chuyển,Từ chối
RET002265,ORD0021541,2024-07-16,7,CUS00560,EMP1031,PRD0049,Miền Bắc,Hà Nội,26,8500,221000,Không đúng đơn hàng,Đã xử lý
RET002266,ORD0035522,2024-12-31,12,CUS00574,EMP1044,PRD0075,Miền Trung,Nghệ An,11,35000,385000,Khách từ chối nhận,Đã xử lý
RET002267,ORD0013171,2024-08-24,8,CUS01778,EMP1008,PRD0091,Miền Bắc,Nam Định,31,12000,372000,Sai sản phẩm,Đã xử lý
RET002268,ORD0024551,2024-03-04,3,CUS01547,EMP1081,PRD0051,Miền Nam,Đồng Nai,4,8500,34000,Khách từ chối nhận,Đã xử lý
RET002269,ORD0053685,2024-04-13,4,CUS01300,EMP1046,PRD0017,Miền Trung,Quảng Nam,18,35000,630000,Hàng hết hạn,Đã xử lý
RET002270,ORD0024090,2024-12-17,12,CUS00176,EMP1108,PRD0071,Miền Nam,Đồng Nai,6,12000,72000,Sai sản phẩm,Đã xử lý
RET002271,ORD0055341,2024-04-05,4,CUS00732,EMP1066,PRD0035,Miền Nam,Vũng Tàu,23,18000,414000,Hàng hết hạn,Đã xử lý
RET002272,ORD0054238,2024-11-25,11,CUS01408,EMP1038,PRD0007,Miền Trung,Bình Định,28,50000,1400000,Sai sản phẩm,Đã xử lý
RET002273,ORD0032244,2024-01-15,1,CUS00396,EMP1021,PRD0013,Miền Bắc,Thái Bình,8,40000,320000,Hàng lỗi,Đã xử lý
RET002274,ORD0022932,2024-12-01,12,CUS01547,EMP1081,PRD0020,Miền Nam,Đồng Nai,34,20000,680000,Hàng lỗi,Đã xử lý
RET002275,ORD0058724,2024-12-08,12,CUS01572,EMP1050,PRD0029,Miền Trung,Bình Định,2,20000,40000,Không đúng đơn hàng,Đã xử lý
RET002276,ORD0029676,2024-03-16,3,CUS00573,EMP1041,PRD0086,Miền Trung,Huế,22,18000,396000,Hàng lỗi,Đã xử lý
RET002277,ORD0040795,2024-09-09,9,CUS00388,EMP1037,PRD0028,Miền Trung,Huế,9,15000,135000,Sai sản phẩm,Từ chối
RET002278,ORD0049929,2024-05-03,5,CUS00889,EMP1009,PRD0019,Miền Bắc,Nam Định,29,35000,1015000,Không đúng đơn hàng,Đã xử lý
RET002279,ORD0043489,2024-02-17,2,CUS01601,EMP1044,PRD0038,Miền Trung,Huế,6,10000,60000,Hàng vỡ vận chuyển,Đã xử lý
RET002280,ORD0014772,2024-02-07,2,CUS01443,EMP1013,PRD0057,Miền Bắc,Hải Dương,4,50000,200000,Hàng lỗi,Đã xử lý
RET002281,ORD0059812,2024-09-08,9,CUS01345,EMP1005,PRD0003,Miền Bắc,Hà Nội,11,15000,165000,Hàng hết hạn,Đã xử lý
RET002282,ORD0050396,2024-11-29,11,CUS00826,EMP1033,PRD0064,Miền Bắc,Thái Bình,2,20000,40000,Khách từ chối nhận,Đã xử lý
RET002283,ORD0025463,2024-01-21,1,CUS01590,EMP1079,PRD0086,Miền Nam,TP.HCM,3,18000,54000,Hàng lỗi,Đã xử lý
RET002284,ORD0012318,2024-08-04,8,CUS01182,EMP1080,PRD0075,Miền Nam,Tiền Giang,4,35000,140000,Hàng lỗi,Đã xử lý
RET002285,ORD0017537,2024-05-03,5,CUS01443,EMP1013,PRD0069,Miền Bắc,Hải Dương,6,40000,240000,Hàng lỗi,Từ chối
RET002286,ORD0054244,2024-04-06,4,CUS01996,EMP1041,PRD0051,Miền Trung,Nghệ An,37,8500,314500,Sai sản phẩm,Đang xử lý
RET002287,ORD0023573,2024-10-25,10,CUS00476,EMP1040,PRD0091,Miền Trung,Khánh Hòa,8,12000,96000,Sai sản phẩm,Đã xử lý
RET002288,ORD0037927,2024-03-24,3,CUS01229,EMP1038,PRD0070,Miền Trung,Khánh Hòa,23,35000,805000,Hàng lỗi,Đang xử lý
RET002289,ORD0056798,2024-05-15,5,CUS00767,EMP1037,PRD0045,Miền Trung,Quảng Nam,8,18000,144000,Khách từ chối nhận,Đang xử lý
RET002290,ORD0011152,2024-02-29,2,CUS00573,EMP1041,PRD0065,Miền Trung,Huế,16,20000,320000,Hàng lỗi,Đã xử lý
RET002291,ORD0043905,2024-08-03,8,CUS00574,EMP1044,PRD0009,Miền Trung,Nghệ An,3,35000,105000,Hàng vỡ vận chuyển,Đã xử lý
RET002292,ORD0049038,2024-12-27,12,CUS00019,EMP1019,PRD0090,Miền Bắc,Hải Dương,16,18000,288000,Hàng vỡ vận chuyển,Đã xử lý
RET002293,ORD0034475,2024-04-30,4,CUS00870,EMP1087,PRD0056,Miền Nam,Cần Thơ,7,10000,70000,Không đúng đơn hàng,Đã xử lý
RET002294,ORD0048239,2024-06-21,6,CUS01502,EMP1042,PRD0081,Miền Trung,Bình Định,12,30000,360000,Hàng vỡ vận chuyển,Đã xử lý
RET002295,ORD0050662,2024-02-09,2,CUS01806,EMP1015,PRD0097,Miền Bắc,Quảng Ninh,41,8500,348500,Hàng lỗi,Đang xử lý
RET002296,ORD0010627,2024-08-05,8,CUS00573,EMP1041,PRD0082,Miền Trung,Huế,16,12000,192000,Hàng hết hạn,Đang xử lý
